currentTime,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,activity,fallDetected,fallPrediction,walkingDeterioration
3,0.3,0.87,0.34,68.38,40.82,18.9,1,0
4,0.23,0.88,0.33,69.44,34.62,14.52,1,0
5,0.02,0.9,0.33,69.94,4.09,1.49,1,0
6,0.38,0.77,0.32,67.5,50.08,26.33,1,0
7,0.37,0.8,0.41,63.21,42.11,24.53,1,0
8,0.17,0.91,0.36,68.54,25.56,10.65,1,0
9,0.29,0.98,0.35,70.35,39.43,16.36,1,0
10,0.37,0.8,0.31,68.59,49.6,24.74,1,0
11,0.13,0.73,0.2,74.54,33.18,10.25,1,0
12,0.14,0.88,0.41,65.1,19.09,9.13,1,0
13,0.38,0.96,0.34,70.32,48.08,21.72,1,0
14,0.28,0.95,0.45,64.78,32.28,16.57,1,0
15,0.12,0.84,0.41,63.86,15.8,7.91,1,0
16,0.39,0.8,0.14,79.99,70.2,26.11,1,0
17,0.27,0.8,0.3,69.75,42.65,18.77,1,0
18,0.16,0.67,0.38,60.33,23.2,13.72,1,0
19,0.4,1.2,0.13,83.7,71.57,18.32,1,0
20,0.16,0.23,0.05,76.43,71.57,35.91,1,1
21,0.06,0.68,-0.6,131.51,174.07,5.25,1,1
22,-0.03,0.55,-0.78,144.63,-177.71,-3.22,1,1
23,0,0.52,-0.81,147.6,180,0,1,1
24,0.01,0.49,-0.81,148.79,179.45,0.91,1,0
25,0.01,0.51,-0.82,148.24,179.45,0.88,1,0
26,0,0.5,-0.83,148.88,180,0,1,0
27,0.01,0.51,-0.81,147.99,179.45,0.88,1,0
28,0,0.51,-0.82,148.24,180,0,1,0
29,0.01,0.5,-0.81,148.39,179.45,0.9,1,0
30,0.01,0.51,-0.81,147.99,179.45,0.88,1,0
31,0.06,0.59,-0.74,141.34,175.19,6.01,1,0
32,0.09,0.66,-0.71,137.29,172.49,8.13,1,0
33,0.09,0.64,-0.7,137.34,172.32,8.33,1,0
1,0.27,0.81,0.45,60.85,30.38,18.1,1,0
2,0.27,0.84,0.43,62.8,31.72,17.63,1,0
3,0.27,0.82,0.44,61.93,31.26,17.94,1,0
4,0.28,0.83,0.45,61.73,32.28,18.76,1,0
