currentTime,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,activity,fallDetected
106,0.24,0.82,0.27,72.06,42.36,16.45,2,None
107,0.05,0.78,0.11,82.03,26.57,4,2,None
108,0.18,1.09,0.32,73.57,29.29,9.4,2,None
109,0.27,0.87,0.29,71.57,42.58,17.03,2,None
110,0.1,0.85,0.27,72.68,20.92,6.8,2,None
111,0.22,1.02,0.19,79.54,49.4,12.15,2,None
112,0.17,1.09,0.31,74.05,28.81,8.93,2,None
113,0.09,0.96,0.25,75.42,18.97,5.11,2,None
114,0.24,0.79,0.25,72.42,44.09,17.06,2,None
115,0.19,1.02,0.19,79.54,45,10.46,2,None
116,0.23,1.13,0.23,78.61,45,11.39,2,None
117,0.26,0.87,0.15,80.29,60.07,16.56,2,None
118,0.01,0.98,0.13,82.26,3.37,0.46,2,None
119,0.23,0.98,0.15,81.42,56.77,12.96,2,None
0,0.26,0.9,0.23,75.85,48.69,16.01,2,None
1,0.13,0.8,0.25,72.74,27.98,9.37,2,None
2,0.3,0.96,0.09,84.89,74.25,17.59,2,None
3,0.23,1.15,0.3,75.51,38.29,11.53,2,None
4,0.12,0.9,0.32,70.38,20.1,7.43,2,None
5,0.33,0.82,0.23,74.56,55.38,21.8,2,None
6,0.07,0.86,0.12,82.23,30.96,4.68,2,None
7,0.23,1.02,0.3,73.3,37.57,12.99,2,None
8,0.36,0.82,0.24,73.55,56.02,23.66,2,None
9,0.16,0.9,0.23,75.38,34.99,10.35,2,None
10,0.31,0.84,0.2,76.46,56.98,20.32,2,None
11,0.47,0.88,0.18,78.4,69.03,28.18,2,None
12,0.17,0.92,0.25,74.83,34.51,10.56,2,None
13,0.15,0.91,0.3,71.86,26.57,9.3,2,None
14,0.25,0.77,0.27,71.05,43.26,17.91,2,None
15,0.15,0.98,0.23,77.04,33.23,8.58,2,None
16,0.27,0.91,0.15,80.7,61.5,16.79,2,None
17,0.27,0.9,0.22,76.32,50.53,16.47,2,None
18,0.09,0.91,0.11,83.12,40.6,5.91,2,None
19,0.23,0.73,0.06,85.08,75.07,17.88,2,None
20,0.05,0.7,-0.46,123.54,174.19,3.86,5,None
21,0.22,0.8,-0.78,134.43,164.36,15.35,5,Fall predicted!
22,0.22,0.81,0.17,78.06,51.84,15.07,4,Fall predicted!
23,0.2,0.86,0.34,68.2,29.6,12.8,4,Fall predicted!
24,0.23,0.91,0.29,72.45,38.09,13.92,4,None
25,0.22,0.91,0.32,70.53,34.33,13.57,4,None
26,0.14,0.95,0.19,78.87,36.87,8.39,4,None
27,0.18,0.95,-0.21,102.48,139.57,10.68,4,None
28,0.22,0.84,-0.18,102.02,129.4,14.53,4,None
29,0.22,0.89,0.29,72.02,37.12,13.8,4,None
30,0.11,0.69,0.59,49.56,10.57,9.04,4,None
31,0,0.26,1.05,13.74,0,0,4,None
32,0.2,-0.05,0.97,-2.77,11.4,103.5,4,None
33,0.12,0.15,0.99,8.51,6.74,38.29,4,None
34,0.09,0.13,0.98,7.29,5.48,36.87,0,None
35,0.16,-0.28,0.95,-16.57,9.39,150.95,0,None
36,0.21,-0.38,0.95,-21.48,12.48,150.64,0,None
37,0.18,-0.42,0.93,-24.41,10.94,156.93,0,None
38,0.14,-0.41,0.91,-24.37,8.75,161.24,0,None
39,0.09,-0.43,0.93,-24.81,5.28,168.69,0,None
40,0.17,-0.41,0.93,-23.6,10.47,157.07,0,None
41,0.14,-0.42,0.95,-23.88,8.39,161.57,0,None
42,0.14,-0.38,0.95,-21.88,8.39,159.83,0,None
43,0.11,-0.38,0.95,-21.88,6.55,164.05,0,None
44,0.09,-0.39,0.95,-22.45,5.66,166.5,0,None
45,0.09,-0.38,0.92,-22.14,5.81,165.96,0,None
46,0.09,-0.39,0.95,-22.45,5.19,167.59,0,None
47,0.09,-0.38,0.95,-21.88,5.15,167.35,0,None
48,0.09,-0.38,0.95,-21.64,5.66,165.96,0,None
49,0.1,-0.38,0.95,-21.48,6.08,164.85,0,None
50,0.09,-0.38,0.95,-21.48,5.62,165.96,0,None
51,0.09,-0.38,0.95,-21.64,5.19,167.09,0,None
52,0.09,-0.38,0.95,-21.88,5.62,166.24,0,None
53,0.09,-0.38,0.95,-21.64,5.66,165.96,0,None
54,0.1,-0.38,0.95,-21.48,6.08,164.85,0,None
55,0.09,-0.38,0.96,-21.32,5.11,167.09,0,None
56,0.09,-0.38,0.95,-21.64,5.66,165.96,0,None
57,0.09,-0.38,0.95,-21.88,5.62,166.24,0,None
58,0.09,-0.38,0.95,-22.05,5.19,167.35,0,None
59,0.08,-0.38,0.96,-21.32,4.65,168.23,0,None
60,0.08,-0.38,0.94,-21.8,4.76,168.23,0,None
61,0.09,-0.38,0.95,-21.48,5.62,165.96,0,None
62,0.09,-0.38,0.95,-21.88,5.15,167.35,0,None
63,0.09,-0.38,0.94,-22.21,5.71,166.24,0,None
64,0.09,-0.38,0.95,-21.48,5.62,165.96,0,None
65,0.09,-0.38,0.95,-21.48,5.15,167.09,0,None
66,0.09,-0.38,0.95,-21.64,5.66,165.96,0,None
67,0.08,-0.38,0.95,-22.05,4.72,168.47,0,None
68,0.09,-0.38,0.94,-22.21,5.24,167.35,0,None
69,0.09,-0.38,0.95,-22.05,5.19,167.35,0,None
70,0.09,-0.37,0.95,-21.23,5.66,165.68,0,None
71,0.09,-0.38,0.95,-21.48,5.62,165.96,0,None
72,0.1,-0.38,0.95,-21.64,6.13,164.85,0,None
73,0.09,-0.38,0.96,-21.32,5.57,165.96,0,None
74,0.09,-0.38,0.95,-21.48,5.62,165.96,0,None
75,0.09,-0.38,0.95,-21.88,5.15,167.35,0,None
76,0.09,-0.38,0.97,-21.16,5.53,165.96,0,None
77,0.1,-0.37,0.95,-21.07,6.08,164.54,0,None
78,0.09,-0.38,0.95,-22.05,5.19,167.35,0,None
79,0.09,-0.34,0.95,-19.83,5.15,165.96,0,None
80,0.08,-0.35,0.97,-19.95,4.61,167.47,0,None
81,0.06,-0.35,0.99,-19.51,3.6,169.92,0,None
82,-0.07,-0.18,1.06,-9.6,-3.79,-158.63,0,None
83,-0.13,0.65,0.64,45.35,-11.71,-11.58,0,None
84,0.09,0.86,0.42,63.85,11.51,5.71,0,Fall predicted!
85,0.2,0.91,0.03,88.04,81.25,12.53,0,None
86,0.3,0.96,-0.18,100.59,120.53,17.59,0,None
87,0.21,0.78,-0.41,117.92,153,15.11,0,None
88,0.27,0.95,-0.16,99.31,120.47,15.57,0,None
89,0.22,0.92,-0.02,90.97,94.09,13.35,0,None
90,0.19,0.93,0.02,88.56,82.87,11.4,4,None
91,0.2,0.94,0.02,88.57,83.42,12.23,4,None
92,0.21,0.93,0.03,88.07,81.57,12.78,4,None
93,0.21,0.93,0.04,87.59,79.51,12.78,4,None
94,0.21,0.94,0.05,86.66,75.47,12.68,4,None
95,0.21,0.94,0.05,87.14,77.47,12.68,4,None
96,0.23,0.91,0.11,83.12,64.23,14.04,4,None
97,0.24,0.91,0.18,78.79,53.43,14.96,4,None
98,0.24,0.9,0.08,85.03,72.12,15.09,4,None
99,0.24,0.94,0.09,84.76,70.46,14.48,4,None
100,0.25,0.92,0.1,83.71,67.89,15.17,4,None
101,0.25,0.94,0.09,84.29,69.44,14.93,4,None
102,0.25,0.91,0.06,86.05,75.96,15.42,4,None
103,0.24,0.97,0.05,86.77,77.28,14.04,4,None
104,0.23,0.93,0.04,87.59,80.54,14.15,4,None
105,0.23,0.94,0.06,86.19,75.07,14.04,4,None
106,0.24,0.93,0.07,85.67,73.81,14.6,4,None
107,0.23,0.92,0.05,86.61,76.87,14.26,4,None
108,0.23,0.91,0.06,86.05,74.58,14.04,4,None
109,0.23,0.92,0.04,87.57,80.22,13.81,4,None
110,0.23,0.92,0.06,86.12,74.58,13.81,4,None
111,0.23,0.91,0.06,86.05,74.58,14.04,4,None
112,0.19,0.88,-0.47,118.18,158.2,12.09,6,None
113,0.16,0.76,-0.79,136.16,168.25,12.22,6,Fall predicted!
114,0.15,0.8,-0.27,108.94,151.5,10.55,6,None
115,0.21,0.84,0.23,74.97,42.95,14.04,1,Fall predicted!
116,0.22,0.86,0.38,66.43,30.26,14.28,1,None
117,0.26,0.86,0.39,65.56,33.42,16.7,1,None
118,0.23,0.88,0.38,66.37,30.62,14.52,1,None
119,0.23,0.88,0.34,68.73,33.39,14.39,1,None
0,0.23,0.88,0.34,68.55,33.39,14.52,1,None
1,0.22,0.88,0.33,69.61,33.69,13.92,1,None
2,0.23,0.88,0.34,69.17,34.9,14.87,1,None
3,0.23,0.89,0.33,69.78,34.62,14.27,1,None
4,0.23,0.88,0.3,70.96,36.63,14.39,1,None
3,0.23,0.89,0.33,69.78,34.62,14.27,1,None
4,0.23,0.88,0.3,70.96,36.63,14.39,1,None
5,0.23,0.89,0.31,70.67,36.87,14.74,1,None
6,0.23,0.88,0.33,69.61,35.54,14.87,1,None
7,0.23,0.88,0.32,70.06,36.19,14.87,1,None
2,0.26,0.7,0.64,47.66,21.92,20.14,4,None
3,0.25,0.7,0.66,46.97,20.85,19.57,4,None
4,0.25,0.7,0.65,47,21.08,19.78,4,None
5,0.27,0.69,0.65,46.67,22.28,21.12,4,None
6,0.24,0.7,0.64,47.34,20.71,19.2,4,None
7,0.23,0.7,0.65,47,19.87,18.63,4,None
8,0.26,0.7,0.63,48.01,22.17,20.14,4,None
9,0.26,0.7,0.64,47.66,21.92,20.14,4,None
10,0.26,0.7,0.64,47.66,21.92,20.14,4,None
11,0.26,0.7,0.63,48.01,22.17,20.14,4,None
12,0.25,0.72,0.63,48.99,21.8,19.18,4,None
13,0.26,0.7,0.63,47.69,22.17,20.34,4,None
14,0.25,0.7,0.64,47.66,21.32,19.57,4,None
15,0.25,0.72,0.64,48.29,21.32,19.18,4,None
16,0.26,0.7,0.64,47.66,21.92,20.14,4,None
17,0.26,0.7,0.63,47.69,22.17,20.34,4,None
18,0.26,0.76,0.56,53.41,24.62,18.79,4,None
19,0.3,0.91,0.09,84.14,72.9,18.43,4,None
20,0.27,0.86,-0.32,110.44,140.33,17.18,6,Fall predicted!
21,0.32,0.95,-0.25,104.7,127.97,18.58,6,None
22,0.3,0.91,-0.09,95.86,107.1,18.43,6,None
23,0.34,0.89,0.06,85.99,79.46,20.67,1,None
24,0.31,0.85,0.29,71.25,47.23,20.15,1,None
25,0.29,0.83,0.43,62.58,33.93,19.24,1,None
26,0.3,0.82,0.45,61.08,33.23,19.9,1,None
27,0.3,0.83,0.45,61.31,33.92,20.2,1,None
28,0.3,0.84,0.46,61.13,33.47,20.03,1,None
29,0.29,0.82,0.45,61.08,32.54,19.41,1,None
30,0.3,0.82,0.44,61.93,34.85,20.38,1,None
31,0.3,0.84,0.45,61.54,33.23,19.55,1,None
32,0.29,0.83,0.45,61.73,32.99,19.24,1,None
33,0.29,0.84,0.44,62.37,33.45,19.08,1,None
34,0.29,0.82,0.44,61.93,33.45,19.41,1,None
35,0.27,0.84,0.45,61.96,31.55,18.11,1,None
36,0.27,0.88,0.41,65.1,33.94,17.35,1,None
37,0.25,0.86,0.38,66.43,33.69,16.22,1,None
38,0.2,0.9,0.41,65.67,25.68,12.26,1,None
39,0.21,0.86,0.4,65.13,27.9,13.79,1,None
40,0.27,0.89,0.34,68.9,38.5,17.07,1,None
41,0.35,0.88,0.35,68.11,45,21.89,1,None
42,0.36,0.8,0.33,67.82,47.6,24.07,1,None
43,0.29,0.88,0.28,72.18,45.78,18.28,2,None
44,0.2,0.87,0.34,68.38,30.58,13.18,2,None
45,0.23,0.89,0.37,67.59,32.55,14.74,2,None
46,0.45,0.88,0.25,74.19,60.69,26.77,2,None
47,0.39,0.84,0.32,69.03,50.65,25.05,2,None
48,0.27,0.87,0.3,71.1,42.65,17.5,2,None
49,0.23,0.86,0.39,65.56,30.96,15.26,2,None
50,0.34,0.89,0.33,69.78,45.67,20.67,2,None
51,0.4,0.85,0.34,68.47,49.86,25.07,2,None
52,0.39,0.81,0.4,63.88,44.43,25.68,2,None
53,0.2,0.88,0.32,69.89,32.38,13.07,2,None
54,0.21,0.88,0.38,66.37,28.86,13.55,2,None
55,0.31,0.91,0.31,70.97,45,19.03,2,None
56,0.4,0.84,0.34,67.65,49.21,25.48,2,None
57,0.38,0.88,0.37,67.42,45.6,23.01,2,None
58,0.25,0.91,0.31,70.97,38.66,15.42,2,None
59,0.26,0.88,0.4,65.52,32.91,16.42,2,None
60,0.36,0.85,0.27,72.2,52.73,22.88,2,None
61,0.4,0.86,0.3,70.48,52.59,24.87,2,None
62,0.34,0.87,0.33,69.27,46.33,21.62,2,None
63,0.26,0.9,0.27,73.07,43.32,16.01,2,None
64,0.23,0.88,0.35,68.29,33.69,14.87,2,None
65,0.28,0.93,0.3,71.85,42.71,16.83,2,None
66,0.39,0.8,0.29,70.06,53.5,26.11,2,None
67,0.27,0.95,0.3,72.27,41.08,15.57,2,None
68,0.23,0.91,0.32,70.53,36.19,14.5,2,None
69,0.34,0.88,0.29,71.72,49.94,21.45,2,None
70,0.36,0.87,0.3,70.64,49.71,22.51,2,None
71,0.33,0.86,0.27,72.35,50.19,20.9,2,None
72,0.28,0.9,0.29,72.16,44.22,17.38,2,None
73,0.34,0.91,0.12,82.63,71.18,20.77,2,None
74,0.32,0.97,-0.09,95.07,105.02,18.3,5,None
75,0.27,0.92,-0.16,99.62,119.74,16.52,5,None
76,0.23,0.88,-0.22,103.92,133.99,14.39,5,None
77,0.24,0.87,-0.22,104.16,132.09,15.6,5,None
78,0.18,0.93,-0.19,101.4,136.22,10.94,5,None
79,0.23,0.92,-0.16,99.62,124.59,13.81,5,None
80,0.28,0.91,0.05,87.04,80.54,17.24,4,None
81,0.32,0.92,0.18,78.97,60.71,19.16,4,None
82,0.33,0.84,0.27,72.53,51.01,21.25,4,None
83,0.26,0.93,0.2,77.68,51.77,15.5,4,None
84,0.29,0.92,0.17,79.44,59.26,17.41,4,None
85,0.3,0.91,0.18,78.79,59.47,18.58,4,None
86,0.3,0.92,0.17,79.44,60.57,18.29,4,None
87,0.31,0.91,0.19,78.41,59.04,18.87,4,None
88,0.31,0.92,0.2,78.04,57.99,18.73,4,None
89,0.31,0.92,0.16,79.91,62.3,18.73,4,None
90,0.31,0.92,0.18,78.97,60.1,18.73,4,None
91,0.3,0.92,0.17,79.44,60.57,18.29,4,None
92,0.3,0.91,0.17,79.35,60.57,18.43,4,None
93,0.3,0.92,0.2,78.04,56.66,17.85,4,None
94,0.32,0.9,0.17,79.17,61.78,19.62,4,None
95,0.31,0.91,0.17,79.26,61.19,19.03,4,None
96,0.31,0.91,0.17,79.26,61.19,19.03,4,None
97,0.3,0.92,0.16,79.91,61.07,17.85,4,None
98,0.32,0.89,0.17,79.08,61.78,19.78,4,None
99,0.3,0.95,0.15,81.15,63.43,17.3,4,None
100,0.3,0.92,-0.13,98.2,114.1,17.85,6,None
101,0.3,0.91,-0.12,97.31,111.54,17.99,6,None
102,0.2,0.94,-0.03,91.91,99.09,11.77,6,None
103,0.3,0.93,-0.04,92.41,97.5,17.71,6,None
104,0.27,0.83,0.09,84.08,72.07,17.78,1,None
105,0.27,0.81,0.22,74.93,51.34,18.6,1,None
106,0.34,0.77,0.36,64.86,43.07,23.69,1,None
107,0.25,0.89,0.37,67.59,34.25,15.68,1,None
108,0.28,0.9,0.37,67.77,37.45,17.38,1,None
109,0.29,0.87,0.38,66.61,37.63,18.43,1,None
110,0.28,0.84,0.35,67.19,38.66,18.6,1,None
111,0.29,0.88,0.37,67.42,38.21,18.13,1,None
112,0.27,0.85,0.35,67.57,37.87,17.8,1,None
113,0.28,0.87,0.38,66.18,36.3,17.97,1,None
114,0.29,0.85,0.37,66.67,38.21,18.75,1,None
115,0.29,0.85,0.37,66.67,38.21,18.75,1,None
116,0.3,0.87,0.38,66.18,37.79,18.9,1,None
117,0.3,0.85,0.38,66.23,38.37,19.22,1,None
118,0.3,0.87,0.37,67.05,38.96,18.9,1,None
119,0.29,0.86,0.37,66.86,38.21,18.59,1,None
2,0.26,0.93,0.24,75.4,46.79,15.5,4,None
3,0.26,0.91,0.24,75.16,46.79,15.75,4,None
4,0.27,0.93,0.24,75.4,47.64,15.95,4,None
5,0.27,0.87,0.27,72.97,45.83,17.5,4,None
6,0.26,0.91,0.23,76.08,48.69,15.75,4,None
7,0.25,0.91,0.22,76.43,48.81,15.42,4,None
