currentTime,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,activity
12,0.3,0.89,0.24,74.79,51.52,18.89,1
13,0.31,0.88,0.25,74.19,51.34,19.49,1
14,0.31,0.88,0.25,74.19,51.34,19.49,1
15,0.3,0.86,0.2,76.7,55.62,19.06,1
16,0.3,0.91,0.13,81.66,65.9,18.14,1
17,0.3,0.92,0.11,83.23,70.25,18.29,1
18,0.3,0.91,0.12,82.69,68.46,17.99,1
19,0.3,0.91,0.13,81.73,65.9,17.99,1
20,0.3,0.91,0.14,81.25,64.65,17.99,1
21,0.3,0.91,0.14,81.25,64.65,17.99,1
22,0.3,0.91,0.13,81.66,66.45,18.58,1
23,0.3,0.92,0.14,81.33,65.22,18.29,1
24,0.31,0.92,0.13,81.8,66.97,18.73,1
25,0.3,0.91,0.13,81.73,65.9,17.99,1
26,0.3,0.91,0.13,81.73,66.45,18.43,1
27,0.3,0.92,0.14,81.33,64.65,17.85,1
28,0.31,0.91,0.17,79.35,61.19,18.87,1
29,0.3,0.91,0.16,79.74,61.07,18.14,1
30,0.3,0.92,0.16,79.91,61.7,18.29,1
31,0.31,0.91,0.16,79.74,62.3,19.03,1
32,0.32,0.9,0.19,78.21,59.66,19.62,1
33,0.31,0.91,0.2,77.84,57.99,19.03,1
34,0.31,0.9,0.23,75.85,54.06,19.18,1
35,0.36,0.91,0.22,76.54,58.67,21.46,1
36,0.32,0.9,0.23,75.38,53.81,19.62,1
37,0.33,0.89,0.23,75.26,54.46,20.22,1
38,0.33,0.88,0.24,74.66,53.57,20.39,1
39,0.34,0.88,0.26,73.72,52.5,20.83,1
40,0.34,0.87,0.27,72.5,50.86,21.18,1
41,0.34,0.86,0.29,71.41,49.29,21.35,1
42,0.35,0.88,0.25,74.19,54.58,21.71,1
43,0.38,0.88,0.22,75.96,59.74,23.2,1
44,0.38,0.9,0.23,75.38,57.99,22.66,1
45,0.38,0.89,0.21,76.68,60.64,22.83,1
46,0.41,0.88,0.2,76.93,63.87,25.32,1
47,0.42,0.84,0.21,75.84,63.43,26.78,1
48,0.44,0.83,0.23,74.2,61.82,27.85,1
49,0.45,0.84,0.22,75.47,63.84,27.82,1
50,0.31,0.88,0.27,73.11,49.64,19.65,1
51,0.18,0.9,0.32,70.38,29.29,11.31,1
52,0.16,0.87,0.39,65.75,21.8,10.21,1
53,0.17,0.89,0.35,68.46,26.05,10.92,1
54,0.18,0.88,0.38,66.8,25.6,11.6,1
55,0.21,0.88,0.36,67.67,30.41,13.55,1
56,0.23,0.85,0.37,66.67,32.55,15.39,1
57,0.29,0.88,0.34,68.55,40.06,18.28,1
58,0.3,0.88,0.33,69.44,42.14,18.74,1
59,0.3,0.86,0.33,69.1,42.88,19.52,1
0,0.32,0.85,0.31,69.85,45.71,20.61,1
1,0.34,0.88,0.32,69.89,46.36,21,1
2,0.34,0.89,0.29,72.02,49.29,20.67,1
3,0.3,0.89,0.3,71.57,45.74,18.89,1
4,0.33,0.85,0.28,71.72,49.4,21.07,1
5,0.28,0.88,0.31,70.51,41.99,17.67,1
6,0.33,0.91,0.24,75.04,53.57,19.9,1
7,0.33,0.85,0.23,75.1,55.38,21.07,1
8,0.35,0.8,0.3,69.57,49.82,23.81,1
9,0.4,0.83,0.27,71.73,55.54,25.69,1
10,0.35,0.87,0.29,71.57,50.57,22.07,1
11,0.15,0.93,0.23,75.85,32.35,9.07,2
12,0.24,0.98,0.28,74.05,40.73,13.82,2
13,0.34,0.84,0.2,76.34,58.84,21.89,2
14,0.18,0.81,0.14,80.18,51.95,12.47,2
15,0.22,0.94,0.16,80.07,53.13,13.13,2
16,0.34,0.86,0.13,81.21,68.88,21.8,2
17,0.23,0.92,0.1,83.71,65.85,13.81,2
18,0.31,0.89,0.08,84.99,75.96,19.33,2
19,0.38,0.88,0.12,82.37,72.65,23.2,2
20,0.2,0.94,0.01,89.52,87.8,12.23,2
21,0.25,0.96,0.17,79.86,55.49,14.58,2
22,0.36,0.9,0.12,82.57,71.94,21.8,2
23,0.27,0.97,0.12,83.1,66.19,15.33,2
24,0.19,0.91,0.19,78.31,45,11.69,2
25,0.33,0.82,0.35,66.8,43.03,21.8,2
26,0.34,0.88,0.49,60.64,34.32,21,2
27,0.23,0.79,0.47,59.29,26.57,16.54,2
28,0.35,0.7,0.23,72.14,57.2,26.57,2
29,0.32,0.85,0.49,59.97,33.06,20.61,2
30,0.24,0.8,0.44,61.23,28.97,16.91,2
31,0.35,0.71,0.24,71.19,55.44,26.31,2
32,0.34,0.92,0.45,63.82,36.55,20.02,2
33,0.25,0.84,0.38,66.04,33.69,16.5,2
34,0.38,0.78,0.23,73.83,59.38,26.1,2
35,0.37,0.89,0.41,65.48,42.11,22.41,2
36,0.23,0.81,0.37,65.68,32.55,16.09,2
37,0.37,0.7,0.23,72.14,58.32,27.57,2
38,0.39,0.89,0.38,66.74,45.58,23.68,2
39,0.18,0.84,0.36,66.74,26.57,12.13,2
40,0.38,0.89,0.22,76.2,60.26,23.26,2
41,0.3,0.98,0.33,71.43,42.14,16.91,2
42,0.23,0.89,0.27,73.39,41.42,14.74,2
43,0.49,0.79,0.21,75.03,66.8,31.95,2
44,0.29,0.88,0.34,68.73,40.06,18.13,2
45,0.18,0.75,0.57,52.75,17.49,13.47,2
46,0.37,0.75,0.44,59.74,40.01,26.09,2
47,0.31,0.87,0.61,54.9,27.15,19.82,2
48,0.24,0.73,0.54,53.72,24.19,18.25,2
49,0.36,0.86,0.47,61.39,37.48,22.69,2
50,0.35,0.95,0.6,57.74,30.3,20.25,2
51,0.2,0.81,0.45,60.85,23.32,13.52,2
52,0.33,0.91,0.38,67.1,40.6,19.9,2
53,0.28,0.91,0.5,61.11,29.36,17.24,2
54,0.2,0.84,0.49,59.51,22.43,13.66,2
55,0.37,0.91,0.35,68.8,46.25,22.06,2
56,0.31,0.95,0.52,61.59,31.22,18.15,2
57,0.27,0.76,0.48,57.41,28.74,19.32,2
58,0.32,0.76,0.41,61.35,37.72,22.91,2
59,0.3,0.91,0.53,59.62,29.84,18.58,2
0,0.23,0.79,0.38,64.12,31.48,16.54,2
1,0.33,0.7,0.24,70.99,53.57,25.02,2
2,0.32,0.87,0.43,63.64,36.7,20.27,2
3,0.15,0.79,0.43,61.43,19.06,10.65,2
4,0.31,0.7,0.3,66.57,45.73,23.96,2
5,0.33,0.85,0.43,63.23,37.37,21.07,2
6,0.17,0.83,0.34,67.46,26.57,11.73,2
7,0.31,0.88,0.11,82.87,70.71,19.65,2
8,0.3,0.98,0.09,85.01,74.25,17.2,2
9,0.19,0.95,0.09,84.81,65.38,11.22,2
10,0.31,0.9,-0.06,93.98,101.31,19.18,2
11,0.3,0.88,-0.04,92.56,97.31,19.2,2
12,0.29,0.97,0.05,87.23,80.79,16.61,2
13,0.21,0.91,0.03,88.03,81.57,13.1,2
14,0.34,0.87,-0.06,94.12,100.54,21.18,2
15,0.3,0.95,0.12,82.93,68.96,17.86,2
16,0.21,0.91,0.1,83.66,64.29,12.99,2
17,0.31,0.83,-0.02,91.08,92.86,20.67,2
18,0.33,0.93,0.16,79.99,63.43,19.44,2
19,0.23,0.89,0.16,80.05,55.41,14.27,2
20,0.29,0.84,0.08,84.71,74.88,18.91,2
21,0.3,0.92,0.11,83.23,70.25,18.29,2
22,0.17,0.94,0.1,83.82,59.42,10.39,2
23,0.29,0.99,0.09,85.05,73.44,16.24,2
24,0.3,0.88,0.15,80.37,64.03,19.2,2
25,0.2,0.95,0.12,82.99,60.02,12.03,2
26,0.29,0.98,0.06,86.34,77.8,16.49,2
27,0.28,0.87,0.16,79.29,59.74,17.97,2
28,0.11,0.87,0.04,87.42,70.35,7.19,2
29,0.16,0.97,0.14,81.74,48.01,9.16,2
30,0.32,0.93,0.16,80.46,64,19.01,2
31,0.27,0.97,0.17,79.94,57.09,15.33,2
32,0.19,0.91,0.2,77.94,43.83,11.59,2
33,0.33,0.84,0.2,76.34,58.24,21.43,2
34,0.32,0.91,0.26,74.12,51.17,19.47,2
35,0.18,0.95,0.18,79.32,45,10.68,2
36,0.3,0.97,0.11,83.56,70.25,17.46,2
37,0.35,0.91,0.16,79.74,64.98,21.2,2
38,0.17,0.91,0.21,77.01,39.17,10.65,2
39,0.32,0.85,0.11,82.68,71.15,20.61,2
40,0.35,0.95,0.16,80.15,64.98,20.4,2
41,0.16,0.9,0.16,80.13,46.4,10.35,2
42,0.3,0.83,0.03,87.84,84.14,20.2,2
43,0.33,0.94,0.17,79.61,62.35,19.29,2
44,0.22,0.9,0.1,83.55,65.1,13.68,2
45,0.31,0.89,0.02,88.99,87.14,19.33,2
46,0.31,0.94,0.1,83.82,72,18.43,2
47,0.23,0.86,0.12,82.23,63.43,15.26,2
48,0.33,0.83,0,90,90,21.61,2
49,0.34,0.94,0.15,81,66.16,19.71,2
50,0.25,0.91,0.11,83.12,66.37,15.42,2
51,0.34,0.95,0.09,84.38,74.41,19.42,2
52,0.33,0.87,0.16,79.79,64.54,20.73,2
53,0.26,0.95,0.15,81.15,60.07,15.14,2
54,0.37,0.94,0.09,84.29,75.68,21.39,2
55,0.35,0.86,0.09,83.77,75.07,22.25,2
56,0.23,0.92,0.08,85.16,71.57,14.26,2
57,0.32,0.99,0.18,79.73,60.71,17.89,2
58,0.35,0.85,0.12,82.16,71.57,22.43,2
59,0.21,0.92,-0.02,90.97,94.24,12.89,2
0,0.27,0.99,0.11,83.71,67.62,14.99,2
1,0.42,0.84,0.09,84.18,78.49,26.57,2
2,0.16,0.88,0.05,86.46,71.57,10.53,2
3,0.23,0.94,0.18,79.15,52.52,14.04,2
4,0.34,0.92,0.07,85.64,78.44,20.45,2
5,0.3,0.95,0.02,89.05,86.99,17.43,1
6,0.3,0.93,0.02,89.04,87.06,18.15,1
7,0.3,0.92,0.04,87.57,82.5,17.85,1
8,0.3,0.93,0.03,88.07,84.14,18.15,1
9,0.3,0.91,0.05,87.06,81.03,17.99,1
10,0.3,0.92,0.05,87.09,81.03,17.85,1
11,0.3,0.92,0.05,87.09,81.03,17.85,1
12,0.3,0.93,0.05,87.11,81.03,17.71,1
13,0.31,0.91,0.2,77.94,57.99,18.87,1
14,0.3,0.75,0.55,53.51,28.78,22.11,1
15,0.3,0.78,0.51,56.98,30.31,20.81,1
16,0.32,0.84,0.38,65.84,40.5,20.97,1
17,0.31,0.84,0.37,66.29,40.4,20.5,1
18,0.31,0.85,0.31,69.85,45,20.15,1
19,0.32,0.87,0.3,71.1,47.17,20.27,1
20,0.34,0.88,0.3,71.41,49.18,21.27,1
21,0.34,0.85,0.3,70.78,48.53,21.53,1
22,0.3,0.86,0.38,66.43,38.37,19.06,1
23,0.32,0.84,0.37,66.29,41.1,20.97,1
24,0.31,0.84,0.37,66.48,40.4,20.32,1
25,0.32,0.84,0.39,64.95,39.35,20.97,1
26,0.31,0.84,0.37,66.48,40.4,20.32,1
27,0.32,0.84,0.36,66.93,41.71,20.79,1
28,0.31,0.84,0.38,65.84,39.81,20.5,1
29,0.31,0.85,0.39,65.36,38.66,20.15,1
30,0.31,0.84,0.38,65.84,39.81,20.5,1
31,0.31,0.84,0.37,66.29,40.4,20.5,1
32,0.31,0.84,0.36,66.93,41.01,20.32,1
33,0.32,0.81,0.25,72.9,52.03,21.52,1
34,0.3,0.98,0.02,89.09,86.99,16.78,1
35,0.29,0.92,0.04,87.57,82.3,17.41,1
36,0.3,0.93,0.04,87.59,82.5,17.71,1
37,0.3,0.93,0.05,86.63,79.56,17.71,1
38,0.3,0.93,0.05,87.11,81.03,17.71,1
39,0.3,0.92,0.05,86.61,79.56,17.85,1
40,0.3,0.92,0.05,87.09,81.03,17.85,1
41,0.3,0.93,0.04,87.59,82.69,18.15,1
42,0.3,0.92,0.05,86.61,79.56,17.85,1
43,0.3,0.93,0.05,87.11,81.03,17.71,1
44,0.3,0.93,0.04,87.59,82.5,17.71,1
45,0.3,0.92,0.05,87.09,81.03,17.85,1
46,0.3,0.96,0.08,85.35,75.62,17.59,1
47,0.3,0.86,0.29,71.41,45.76,19.06,1
48,0.31,0.73,0.52,54.52,30.84,23.05,1
49,0.3,0.67,0.63,47.07,25.41,23.84,1
50,0.28,0.68,0.64,46.69,23.7,22.48,1
51,0.3,0.67,0.65,46.02,24.6,23.84,1
52,0.29,0.67,0.64,46.36,24.29,23.28,1
53,0.3,0.69,0.63,47.73,25.41,23.36,1
54,0.3,0.7,0.63,48.05,25.41,23.12,1
55,0.3,0.74,0.55,53.23,28.16,21.8,1
56,0.3,0.77,0.53,55.24,29.2,21.19,1
57,0.3,0.77,0.52,55.91,29.56,21,1
58,0.3,0.77,0.52,55.64,29.56,21.19,1
59,0.29,0.76,0.53,54.97,28.55,20.88,1
0,0.3,0.75,0.52,55.49,30.58,22.11,1
1,0.28,0.79,0.51,57.24,28.98,19.62,1
2,0.29,0.8,0.45,60.62,32.54,19.76,1
3,0.34,0.73,0.51,55.34,34.09,25.08,1
4,0.4,0.73,0.52,54.93,37.69,28.48,1
5,0.38,0.64,0.59,47.55,32.62,30.34,2
6,0.23,0.76,0.49,57,24.72,16.65,2
7,0.23,0.79,0.51,57.24,24.78,16.54,2
8,0.35,0.84,0.4,64.52,41.42,22.81,2
9,0.34,0.78,0.45,59.89,36.55,23.27,2
10,0.23,0.82,0.41,63.22,29.51,15.95,2
11,0.26,0.89,0.5,60.69,27.28,16.14,2
12,0.29,0.78,0.42,61.63,34.42,20.3,2
13,0.21,0.92,0.4,66.63,27.9,12.89,2
14,0.19,0.85,0.41,64.5,24.78,12.42,2
15,0.3,0.89,0.3,71.11,45,18.89,2
16,0.34,0.84,0.27,72.37,51.67,21.89,2
17,0.17,0.92,0.2,78.04,41.35,10.56,2
18,0.2,0.88,0.34,69,30.17,12.58,2
19,0.34,0.88,0.34,69.17,45.66,21.27,2
20,0.35,0.77,0.35,65.56,45,24.44,2
21,0.16,0.81,0.4,63.88,22.38,11.42,2
22,0.44,0.92,0.16,80.38,70.35,25.39,9
23,0.37,0.8,0.3,69.08,50.31,24.74,9
24,0.16,0.85,0.41,64.07,21.61,10.91,9
25,0.48,0.88,0.04,87.44,85.39,28.97,9
26,0.3,1.16,0.33,74.26,42.14,14.31,9
27,0.2,0.89,0.32,70.22,32.38,12.85,9
28,0.34,0.76,0.13,80.06,68.88,24.4,9
29,0.2,0.73,0.34,64.68,30.58,15.62,9
30,0.27,0.84,0.24,73.98,47.64,17.47,9
31,0.39,0.8,0.23,74.28,59.89,25.89,9
32,0.14,0.8,0.25,72.58,29.36,10.01,9
33,0.3,0.98,0.24,76.07,50.79,16.91,9
34,0.43,0.84,0.24,73.98,60.59,26.99,9
35,0.15,0.89,0.34,68.9,23.36,9.46,9
36,0.48,0.97,0.09,84.47,78.87,26.19,9
37,0.3,0.8,0.2,76.23,57.34,20.92,9
38,0.1,0.76,0.38,63.2,14.86,7.63,9
39,0.42,0.84,0.02,88.94,87.88,26.57,9
40,0.28,0.91,0.33,70.25,40.6,17.1,9
41,0.19,0.85,0.28,71.72,33.69,12.42,9
42,0.39,0.71,0.16,77.6,68.2,28.79,9
43,0.28,0.78,0.27,71.22,46.64,19.8,9
44,0.3,1.02,0.16,81.25,62.85,16.7,9
45,0.35,0.73,0.15,78.57,67.11,25.58,9
46,0.19,0.88,0.28,72.33,33.69,11.99,9
47,0.5,0.99,-0.01,90.45,90.9,26.75,9
48,0.38,0.88,0.24,74.66,57.68,23.44,9
49,0.18,0.63,0.38,58.83,25.14,15.85,9
50,0.49,0.73,0.09,83.33,80.1,33.83,9
51,0.37,0.77,0.3,68.5,50.31,25.4,9
52,0.22,0.82,0.28,71.08,37.87,14.93,9
53,0.51,0.83,0.09,83.54,79.54,31.52,9
54,0.09,0.77,0.3,69,17.53,6.91,9
55,0.16,0.97,0.28,73.81,29.05,9.16,9
56,0.4,0.8,0.35,66.19,48.58,26.57,9
57,-0.12,0.98,0.19,79.13,-32.01,-6.84,9
58,0.28,0.94,0.2,78.23,55.22,16.7,9
59,0.32,0.77,0.29,69.51,47.94,22.5,9
0,-0.04,0.77,0.21,74.74,-10.49,-2.89,9
1,0.41,0.83,0.16,79.32,69.33,26.57,9
2,0.23,0.84,0.36,66.93,33.11,15.52,9
3,0.11,0.83,0.27,71.73,21.8,7.52,9
4,-0.05,1.28,-0.08,93.49,-145.01,-2.44,9
5,0.12,0.96,0.27,74.55,23.81,6.95,9
6,0.27,0.77,0.3,68.81,41.82,19.13,9
7,-0.05,0.91,0.15,80.78,-17.53,-2.94,9
8,0.38,0.84,0.19,77.36,63.9,24.61,9
9,0.23,0.77,0.3,68.5,37.57,16.86,9
10,0.07,0.82,0.2,76.61,19.8,4.9,9
11,0.37,0.88,0.21,76.45,60.12,22.77,9
12,0.05,0.96,0.25,75.42,12.34,3.26,9
13,0.17,1.17,0.14,83.16,50.71,8.34,9
14,0.32,0.87,0.23,74.88,53.81,20.27,9
15,-0.09,1.15,-0.02,91.17,-104.04,-4.67,9
16,0.28,0.88,-0.01,90.51,91.59,17.82,9
17,0.31,0.9,0.17,79.17,61.19,19.18,9
18,-0.05,1.16,-0.03,91.55,-119.74,-2.71,9
19,0.38,0.97,-0.15,98.71,111.19,21.56,9
20,0.23,0.8,0.2,75.83,48.12,15.72,9
21,-0.02,0.94,0.13,82.41,-7.13,-0.95,9
22,0.3,0.91,0.05,86.58,79.56,17.99,9
23,0.26,0.84,0.26,73.01,45,16.99,9
24,-0.01,0.92,0.16,80.38,-2.86,-0.49,9
25,0.3,0.9,0.07,85.53,77.01,18.73,9
26,0.34,0.91,0.14,81.18,67.29,20.34,9
27,0.16,0.95,0.23,76.08,34.99,9.85,9
28,0.06,0.89,0.27,73.39,13.24,4.01,9
29,0.5,0.8,0.27,71.73,62.02,31.86,9
30,0.47,0.76,0.19,76.1,68.2,31.74,9
31,0.15,0.98,0.26,75.21,29.93,8.64,2
32,0.33,0.77,0.46,59.21,35.45,22.99,2
33,0.3,0.7,0.55,51.73,28.78,23.43,1
34,0.29,0.76,0.56,53.41,27.2,20.88,1
35,0.29,0.73,0.57,52.17,26.88,21.49,1
36,0.29,0.76,0.55,54.18,27.86,20.88,1
37,0.3,0.76,0.55,53.8,28.16,21.39,1
38,0.3,0.77,0.53,55.24,29.2,21.19,1
39,0.3,0.77,0.52,55.91,30.2,21.5,1
40,0.29,0.77,0.52,56.04,29.28,20.68,1
41,0.3,0.76,0.52,55.37,29.56,21.39,1
42,0.3,0.85,0.49,59.97,31.76,19.69,1
43,0.31,0.88,0.32,69.89,44.29,19.65,1
44,0.3,0.85,0.34,68.02,41.55,19.69,1
45,0.3,0.85,0.36,67.12,39.56,19.22,1
46,0.31,0.85,0.36,67.12,41.01,20.15,1
47,0.3,0.84,0.36,66.74,40.29,20.03,1
48,0.3,0.86,0.34,68.65,42.21,19.52,1
49,0.31,0.87,0.3,71.1,46.47,19.82,1
50,0.27,0.83,0.06,85.68,77.13,18.27,5
51,0.25,0.85,-0.37,113.33,145.75,16.36,5
52,0.16,0.72,-0.62,130.65,165.79,12.26,5
53,0.23,0.66,-0.63,133.96,160.3,19.05,5
54,0.27,0.83,0.55,56.56,25.91,17.78,5
55,0.29,0.73,0.59,51.12,26.26,21.7,4
56,0.29,0.69,0.63,47.37,24.55,22.8,4
57,0.29,0.66,0.63,46.38,24.55,23.52,4
58,0.29,0.68,0.65,46.35,24.03,23.04,4
59,0.28,0.67,0.64,46.36,23.7,22.71,4
0,0.29,0.68,0.64,46.69,24.29,23.04,4
