currentTime,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,activity
16,0.28,0.91,0.2,77.94,55.22,17.1,4
17,0.28,0.92,0.18,78.97,57.43,16.97,4
18,0.27,0.91,0.18,78.88,56.69,16.65,4
19,0.28,0.92,0.17,79.44,58.57,16.97,4
20,0.29,0.91,0.2,77.94,55.95,17.55,4
21,0.29,0.91,0.18,78.88,58.13,17.55,4
22,0.28,0.91,0.19,78.31,56.31,17.24,4
23,0.29,0.92,0.16,79.91,60.42,17.41,4
24,0.29,0.91,0.16,79.82,60.42,17.55,4
25,0.28,0.92,0.16,80.38,60.95,16.97,4
26,0.28,0.91,0.17,79.35,58.57,17.1,4
27,0.28,0.92,0.18,78.97,57.43,16.97,4
28,0.28,0.91,0.18,78.79,57.43,17.24,4
29,0.29,0.91,0.17,79.35,59.26,17.55,4
30,0.28,0.92,0.16,79.91,59.74,16.97,4
31,0.28,0.91,0.15,80.78,62.18,17.1,4
32,0.28,0.91,0.16,80.22,60.95,17.24,4
33,0.27,0.91,0.15,80.78,61.5,16.65,4
34,0.27,0.91,0.15,80.78,61.5,16.65,4
35,0.28,0.91,0.13,82.21,66.04,17.1,4
36,0.27,0.92,0.15,80.85,61.5,16.52,4
37,0.27,0.92,0.13,81.8,64.09,16.52,4
38,0.29,0.92,0.14,81.33,64.06,17.41,4
39,0.28,0.91,0.16,80.3,60.95,17.1,4
40,0.28,0.91,0.14,81.25,63.43,17.1,4
41,0.28,0.92,0.16,80.38,60.95,16.97,4
